text,category,vendor,taxable,grand_total
"==================================================
gst tax invoice
==================================================
supplier / vendor: voltas hvac repair & annual maintenance
address: industrial area, telangana, india
gstin: 36upowz8082o2ze | pan: upowz8082o
state / state code: telangana (36)

invoice no: bill/36/70264
invoice date: 10/04/2026
reverse charge (rcm): no
place of supply: telangana (36)

billed to / recipient:
billwise enterprises private limited
gstin: 27aaacb1234f1z5
state: maharashtra (27)

--------------------------------------------------
line items & particulars
--------------------------------------------------
  item: annual maintenance contract (amc) for central hvac chillers quarterly service
  hsn/sac: 998711 | qty: 6 | rate: inr 9,601.35 | amount: inr 57,608.10

--------------------------------------------------
subtotal / taxable value: inr 57,608.10
cgst (2.5%): inr 1,440.20
sgst (2.5%): inr 1,440.20
total tax amount: inr 2,880.41
grand total (incl. tax): inr 60,488.51
--------------------------------------------------
payment terms: net 30 days | mode: neft/rtgs
bank name: hdfc bank | a/c: 502000197580 | ifsc: hdfc0001234
authorized signatory for voltas hvac repair & annual maintenance
==================================================",Repairs & Maintenance,Voltas HVAC Repair & Annual Maintenance,57608.1,60488.51
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Maharashtra State Electricity Distribution (MSEDCL)
Address: Industrial Area, Delhi, India
GSTIN: 07EDKJL4523X2ZS | PAN: EDKJL4523X
State / State Code: Delhi (07)

Invoice No: INV-2026-8079
Invoice Date: 21/09/2026
Reverse Charge (RCM): No
Place of Supply: Delhi (07)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Primary fiber broadband connectivity & backup SIP trunk telephone line
  HSN/SAC: 998411 | Qty: 4 | Rate: INR 2,729.80 | Amount: INR 10,919.20

--------------------------------------------------
Subtotal / Taxable Value: INR 10,919.20
CGST (9.0%): INR 982.73
SGST (9.0%): INR 982.73
Total Tax Amount: INR 1,965.46
GRAND TOTAL (INCL. TAX): INR 12,884.66
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000594940 | IFSC: HDFC0001234
Authorized Signatory for Maharashtra State Electricity Distribution (MSEDCL)
==================================================",Utilities,Maharashtra State Electricity Distribution (MSEDCL),10919.2,12884.66
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Blue Star Air Conditioning Maintenance
Address: Industrial Area, Haryana, India
GSTIN: 06XRJLX8587I1Z1 | PAN: XRJLX8587I
State / State Code: Haryana (06)

Invoice No: INV-2026-7402
Invoice Date: 11/06/2026
Reverse Charge (RCM): No
Place of Supply: Haryana (06)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Fire fighting equipment refilling, smoke detector calibration & testing
  HSN/SAC: 998714 | Qty: 6 | Rate: INR 2,542.52 | Amount: INR 15,255.12
  Item: CCTV camera surveillance cabling repair & biometric turnstile door lock fixing
  HSN/SAC: 998714 | Qty: 5 | Rate: INR 3,677.60 | Amount: INR 18,388.00
  Item: Quarterly commercial pest control, termite treatment & fumigation service
  HSN/SAC: 998729 | Qty: 6 | Rate: INR 2,170.48 | Amount: INR 13,022.88

--------------------------------------------------
Subtotal / Taxable Value: INR 46,666.00
IGST (5%): INR 2,333.30
Total Tax Amount: INR 2,333.30
GRAND TOTAL (INCL. TAX): INR 48,999.30
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000653861 | IFSC: HDFC0001234
Authorized Signatory for Blue Star Air Conditioning Maintenance
==================================================",Repairs & Maintenance,Blue Star Air Conditioning Maintenance,46666.0,48999.3
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Hetzner Online Compute Services
Address: Industrial Area, Delhi, India
GSTIN: 07RZBAC6855E1ZE | PAN: RZBAC6855E
State / State Code: Delhi (07)

Invoice No: BILL/07/35574
Invoice Date: 16/10/2026
Reverse Charge (RCM): No
Place of Supply: Delhi (07)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Azure Kubernetes Service (AKS) node pool & Premium SSD Managed Disks
  HSN/SAC: 998313 | Qty: 4 | Rate: INR 16,438.73 | Amount: INR 65,754.92
  Item: Google Cloud Platform BigQuery analytics slots and Cloud Storage egress
  HSN/SAC: 998313 | Qty: 7 | Rate: INR 6,210.50 | Amount: INR 43,473.50

--------------------------------------------------
Subtotal / Taxable Value: INR 109,228.42
IGST (5%): INR 5,461.42
Total Tax Amount: INR 5,461.42
GRAND TOTAL (INCL. TAX): INR 114,689.84
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000351266 | IFSC: HDFC0001234
Authorized Signatory for Hetzner Online Compute Services
==================================================",Cloud Infrastructure,Hetzner Online Compute Services,109228.42,114689.84
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: SBI General Insurance Co Ltd
Address: Industrial Area, Maharashtra, India
GSTIN: 27DRKXY4852Y1ZR | PAN: DRKXY4852Y
State / State Code: Maharashtra (27)

Invoice No: GST/4821/2026
Invoice Date: 13/06/2026
Reverse Charge (RCM): No
Place of Supply: Maharashtra (27)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Marine cargo transit open policy insurance for interstate dispatches
  HSN/SAC: 997131 | Qty: 8 | Rate: INR 4,690.99 | Amount: INR 37,527.92
  Item: Cyber security risks, data breach and liability insurance cover policy
  HSN/SAC: 997134 | Qty: 1 | Rate: INR 85,000.00 | Amount: INR 85,000.00
  Item: Keyman life insurance corporate policy annual premium endorsement
  HSN/SAC: 997133 | Qty: 10 | Rate: INR 8,870.04 | Amount: INR 88,700.40

--------------------------------------------------
Subtotal / Taxable Value: INR 211,228.32
CGST (14.0%): INR 29,571.97
SGST (14.0%): INR 29,571.97
Total Tax Amount: INR 59,143.93
GRAND TOTAL (INCL. TAX): INR 270,372.25
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000204817 | IFSC: HDFC0001234
Authorized Signatory for SBI General Insurance Co Ltd
==================================================",Insurance,SBI General Insurance Co Ltd,211228.32,270372.25
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: ICICI Lombard General Insurance
Address: Industrial Area, Gujarat, India
GSTIN: 24RFCLQ2746F3ZW | PAN: RFCLQ2746F
State / State Code: Gujarat (24)

Invoice No: GST/5241/2026
Invoice Date: 17/11/2026
Reverse Charge (RCM): No
Place of Supply: Gujarat (24)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Group Health Insurance policy premium for 50 employees annual cover
  HSN/SAC: 997133 | Qty: 1 | Rate: INR 240,000.00 | Amount: INR 240,000.00
  Item: Commercial property, factory fire & special perils insurance policy premium
  HSN/SAC: 997132 | Qty: 4 | Rate: INR 14,854.00 | Amount: INR 59,416.00
  Item: Marine cargo transit open policy insurance for interstate dispatches
  HSN/SAC: 997131 | Qty: 1 | Rate: INR 32,000.00 | Amount: INR 32,000.00

--------------------------------------------------
Subtotal / Taxable Value: INR 331,416.00
CGST (14.0%): INR 46,398.24
SGST (14.0%): INR 46,398.24
Total Tax Amount: INR 92,796.48
GRAND TOTAL (INCL. TAX): INR 424,212.48
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000842036 | IFSC: HDFC0001234
Authorized Signatory for ICICI Lombard General Insurance
==================================================",Insurance,ICICI Lombard General Insurance,331416.0,424212.48
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Sodexo Food & Facilities Management
Address: Industrial Area, Delhi, India
GSTIN: 07OIKWR3333F2ZW | PAN: OIKWR3333F
State / State Code: Delhi (07)

Invoice No: BILL/07/99247
Invoice Date: 22/09/2026
Reverse Charge (RCM): No
Place of Supply: Delhi (07)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Client business lunch conference meals and high tea service
  HSN/SAC: 996331 | Qty: 4 | Rate: INR 1,990.75 | Amount: INR 7,963.00

--------------------------------------------------
Subtotal / Taxable Value: INR 7,963.00
IGST (18%): INR 1,433.34
Total Tax Amount: INR 1,433.34
GRAND TOTAL (INCL. TAX): INR 9,396.34
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000347571 | IFSC: HDFC0001234
Authorized Signatory for Sodexo Food & Facilities Management
==================================================",Food & Entertainment,Sodexo Food & Facilities Management,7963.0,9396.34
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: Blue Dart Express Limited
Address: Industrial Area, West Bengal, India
GSTIN: 19XOMVH7197W4ZP | PAN: XOMVH7197W
State / State Code: West Bengal (19)

Invoice No: BLU-68458
Invoice Date: 11/09/2026
Reverse Charge (RCM): Yes
Place of Supply: West Bengal (19)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Goods transport agency charges for North Zone delivery full truck load
  HSN/SAC: 996511 | Qty: 1 | Rate: INR 28,500.00 | Amount: INR 28,500.00
  Item: Door to door surface parcel courier delivery charges 120 boxes
  HSN/SAC: 996511 | Qty: 7 | Rate: INR 1,091.69 | Amount: INR 7,641.83

--------------------------------------------------
Subtotal / Taxable Value: INR 36,141.83
CGST (2.5%): INR 903.54
SGST (2.5%): INR 903.54
Total Tax Amount: INR 1,807.09
GRAND TOTAL (INCL. TAX): INR 37,948.92
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000492492 | IFSC: HDFC0001234
Authorized Signatory for Blue Dart Express Limited
==================================================",Freight & Transport,Blue Dart Express Limited,36141.83,37948.92
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Care Health Insurance Limited
Address: Industrial Area, Haryana, India
GSTIN: 06YOPZV0295E4ZD | PAN: YOPZV0295E
State / State Code: Haryana (06)

Invoice No: INV-2026-6740
Invoice Date: 20/10/2026
Reverse Charge (RCM): No
Place of Supply: Haryana (06)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Cyber security risks, data breach and liability insurance cover policy
  HSN/SAC: 997134 | Qty: 1 | Rate: INR 85,000.00 | Amount: INR 85,000.00

--------------------------------------------------
Subtotal / Taxable Value: INR 85,000.00
CGST (9.0%): INR 7,650.00
SGST (9.0%): INR 7,650.00
Total Tax Amount: INR 15,300.00
GRAND TOTAL (INCL. TAX): INR 100,300.00
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000902303 | IFSC: HDFC0001234
Authorized Signatory for Care Health Insurance Limited
==================================================",Insurance,Care Health Insurance Limited,85000.0,100300.0
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Schindler Elevators Maintenance India
Address: Industrial Area, Maharashtra, India
GSTIN: 27CWRRL0373S3ZA | PAN: CWRRL0373S
State / State Code: Maharashtra (27)

Invoice No: SCH-32374
Invoice Date: 24/08/2026
Reverse Charge (RCM): No
Place of Supply: Maharashtra (27)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Quarterly commercial pest control, termite treatment & fumigation service
  HSN/SAC: 998729 | Qty: 8 | Rate: INR 1,773.31 | Amount: INR 14,186.48
  Item: Commercial RO drinking water plant filter replacement & membrane servicing AMC
  HSN/SAC: 998729 | Qty: 3 | Rate: INR 3,503.11 | Amount: INR 10,509.33
  Item: Diesel generator overhaul, engine oil replacement, fuel filter service
  HSN/SAC: 998712 | Qty: 10 | Rate: INR 2,808.26 | Amount: INR 28,082.60

--------------------------------------------------
Subtotal / Taxable Value: INR 52,778.41
IGST (18%): INR 9,500.11
Total Tax Amount: INR 9,500.11
GRAND TOTAL (INCL. TAX): INR 62,278.52
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000607875 | IFSC: HDFC0001234
Authorized Signatory for Schindler Elevators Maintenance India
==================================================",Repairs & Maintenance,Schindler Elevators Maintenance India,52778.409999999996,62278.52
"==================================================
gst tax invoice
==================================================
supplier / vendor: docker inc container subscription
address: industrial area, haryana, india
gstin: 06vfaca1105w4z7 | pan: vfaca1105w
state / state code: haryana (06)

invoice no: gst/9467/2026
invoice date: 09/02/2026
reverse charge (rcm): no
place of supply: haryana (06)

billed to / recipient:
billwise enterprises private limited
gstin: 27aaacb1234f1z5
state: maharashtra (27)

--------------------------------------------------
line items & particulars
--------------------------------------------------
  item: ai business intelligence monthly plan - 25 user seats
  hsn/sac: 998315 | qty: 5 | rate: inr 2,958.78 | amount: inr 14,793.90

--------------------------------------------------
subtotal / taxable value: inr 14,793.90
igst (18%): inr 2,662.90
total tax amount: inr 2,662.90
grand total (incl. tax): inr 17,456.80
--------------------------------------------------
payment terms: net 30 days | mode: neft/rtgs
bank name: hdfc bank | a/c: 502000135376 | ifsc: hdfc0001234
authorized signatory for docker inc container subscription
==================================================",Software & Subscriptions,Docker Inc Container Subscription,14793.9,17456.8
